"id";"annotator";"c_usmod";"c_mod1";"c_mod0";"c_refc";"c_topic";"c_amp";"c_act";"c_act_1a";"c_act_1a_mark";"c_act_1b";"c_act_1b_mark";"c_act_2a";"c_act_2a_mark";"c_act_2b";"c_act_3a";"c_act_3a_mark";"c_act_3b";"c_contr";"c_emo_1";"c_emo_1_mark";"c_emo_2a";"c_emo_2a_mark";"c_emo_2b";"c_emo_3";"c_ne_1_0";"c_ne_1_1";"c_ne_1_2";"c_ne_1_3";"c_ne_1_4";"c_ne_2_0";"c_ne_2_1";"c_ne_2_2";"c_ne_2_3";"c_ne_2_4";"c_ne_2_mark_0";"c_ne_2_mark_1";"c_ne_2_mark_2";"c_ne_2_mark_3";"c_ne_2_mark_4";"c_ne_3_0";"c_ne_3_1";"c_ne_3_2";"c_ne_3_3";"c_ne_3_4";"c_ne_4_0";"c_ne_4_1";"c_ne_4_2";"c_ne_4_3";"c_ne_4_4";"c_ne_4_mark_0";"c_ne_4_mark_1";"c_ne_4_mark_2";"c_ne_4_mark_3";"c_ne_4_mark_4";"c_ne_5_0";"c_ne_5_1";"c_ne_5_2";"c_ne_5_3";"c_ne_5_4";"c_ne_5_mark_0";"c_ne_5_mark_1";"c_ne_5_mark_2";"c_ne_5_mark_3";"c_ne_5_mark_4";"c_ne_6_0";"c_ne_6_1";"c_ne_6_2";"c_ne_6_3";"c_ne_6_4";"c_ne_7_0";"c_ne_7_1";"c_ne_7_2";"c_ne_7_3";"c_ne_7_4";"c_pe_1_0";"c_pe_1_1";"c_pe_1_2";"c_pe_1_3";"c_pe_2_0";"c_pe_2_1";"c_pe_2_2";"c_pe_2_3";"c_pe_2_mark_0";"c_pe_2_mark_1";"c_pe_2_mark_2";"c_pe_2_mark_3";"c_pe_3_0";"c_pe_3_1";"c_pe_3_2";"c_pe_3_3";"c_pe_4_0";"c_pe_4_1";"c_pe_4_2";"c_pe_4_3";"c_pe_4_mark_0";"c_pe_4_mark_1";"c_pe_4_mark_2";"c_pe_4_mark_3";"c_pe_5_0";"c_pe_5_1";"c_pe_5_2";"c_pe_5_3";"c_act_0";"c_act_1";"c_act_2";"c_act_3";"c_act_1a_0";"c_act_1a_1";"c_act_1a_2";"c_act_1a_3";"c_act_1a_mark_0";"c_act_1a_mark_1";"c_act_1a_mark_2";"c_act_1a_mark_3";"c_act_1b_0";"c_act_1b_1";"c_act_1b_2";"c_act_1b_3";"c_act_1b_mark_0";"c_act_1b_mark_1";"c_act_1b_mark_2";"c_act_1b_mark_3";"c_act_2a_0";"c_act_2a_1";"c_act_2a_2";"c_act_2a_3";"c_act_2a_mark_0";"c_act_2a_mark_1";"c_act_2a_mark_2";"c_act_2a_mark_3";"c_act_2b_0";"c_act_2b_1";"c_act_2b_2";"c_act_2b_3";"c_act_3a_0";"c_act_3a_1";"c_act_3a_2";"c_act_3a_3";"c_act_3a_mark_0";"c_act_3a_mark_1";"c_act_3a_mark_2";"c_act_3a_mark_3";"c_act_3b_0";"c_act_3b_1";"c_act_3b_2";"c_act_3b_3"
57;2;1;;4;1;99;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;5;;;;;"homo  de  la  TV  2";;;;;1;;;;;99;;;;;;;;;;99;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;2;1;;4;0;4;0;0;;;;;;;;;;;5;0;;;;;;1;;;;;1;;;;;"l'immigration  le  diable  Ces  collabos  de";;;;;2;;;;;4;;;;;"ennemis  le  diable  collabos";;;;;3;;;;;"la  France.";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;2;1;;4;0;99;0;0;;;;;;;;;;;0;0;;;;;;2;;;;;1;;;;;;;;;;2;;;;;99;;;;;;;;;;5;;;;;"lui...";;;;;1;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;2;1;;4;0;99;1;0;;;;;;;;;;;10;0;;;;;;1;1;;;;1;5;;;;"la  tempête";"les  milieux  pro-migrants";;;;2;2;;;;99;99;;;;;;;;;99;5;;;;;"Paix  à  son  âme";;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;2;1;;4;0;2;0;0;;;;;;;;;;;5;0;;;;;;2;;;;;1;;;;;"petit  boa.  boa  cet  animal";;;;;2;;;;;4;;;;;"s'attaquer  à  vous.  Si  vous  voulez  rester  en  vie,  faites-le  piquer,";;;;;3;;;;;"madame  d'une  dame  Tous";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;2;1;;4;0;4;0;0;;;;;;;;;;;5;0;;;;;;2;2;;;;219;1;;;;"de  porter  plainte  précieux  jeune.  n'avait  pas  les  codes.  indécent";"migrant  afghan";;;;2;1;;;;2;6;;;;;"n'avait  pas  les  codes.";;;;3;3;;;;;"la  famille";;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;2;1;;4;0;2;1;0;;;;;;;;;;;5;0;;;;;;2;2;;;;1;219;;;;"illégaux,";"une  chance  pour  la  France,  les  migrants";;;;2;2;;;;4;2;;;;"quand  tu  es  tué";"une  chance  pour  la  France,  les  migrants  illégaux,";;;;3;3;;;;;"la  France,";;;;1;1;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;2;1;;4;0;99;0;0;;;;;;;;;;;0;0;;;;;;2;;;;;5;;;;;;;;;;2;;;;;99;;;;;;;;;;5;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;2;1;;4;0;3;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;5;;;;;"Il  était  lui  hors  la  loi";;;;;1;;;;;4;;;;;"hors  la  loi";;;;;5;;;;;"de  le  lui  rappeler.  Quelqu'un  s'est  chargé";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;2;1;;4;0;99;1;0;;;;;;;;;;;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;3;1;;0;0;4;0;0;;;;;;;;;;;0;0;;;;;;2;;;;;1;;;;;"jeunes  Personnes  originaires  de  pays  musulmans  ou  africains.";;;;;1;;;;;6;;;;;"vivre  du  changement  quitter  leur  ""bienfaiteurs"",";;;;;99;;;;;"""vieux  Messieurs""  ""bienfaiteurs"",";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;3;1;;4;0;8;0;0;;;;;;;;;;;0;0;;;;;;2;;;;;1;;;;;;;;;;1;;;;;4;;;;;"ses  limites...";;;;;3;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;3;1;;4;1;1;0;0;;;;;;;;;;;6;0;;;;;;2;;;;;1;;;;;"ces  ""jeunes  personnes""";;;;;2;;;;;2;;;;;"l'intérêt";;;;;3;;;;;"pas  épargnée.....";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;3;1;;4;0;99;0;0;;;;;;;;;;;99;0;;;;;;99;;;;;99;;;;;;;;;;99;;;;;99;;;;;;;;;;99;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;2;1;;4;0;2;0;0;;;;;;;;;;;5;0;;;;;;1;2;;;;217;1;;;;"nos  dirigeants";;;;;2;2;;;;2;4;;;;"volonté  contre  leur";"assassinés";;;;3;3;;;;;"Tous  les  beaucoup  de  français  français";;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;2;1;;4;0;99;1;0;;;;;;;;;;;0;0;;;;;;2;;;;;5;;;;;;;;;;1;;;;;99;;;;;;;;;;99;;;;;;;;;;1;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;2;1;;0;1;99;0;0;;;;;;;;;;;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;2;1;;4;0;2;0;0;;;;;;;;;;;5;0;;;;;;1;1;;;;5;1;;;;"""généreux  ces  hébergeurs""  gauchistes";"migrant(s)  l'envahisseur...";;;;2;2;;;;3;7;;;;"qui  favorisent";"l'envahisseur...";;;;5;5;;;;;"migrant(s)  ""généreux  hébergeurs""  ont  déjà  été  tués  par  leur(s)";;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;2;1;;4;0;99;1;0;;;;;;;;;;;5;0;;;;;;2;;;;;1;;;;;"le  migrant";;;;;1;;;;;99;;;;;;;;;;5;;;;;"lui";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;2;1;;4;0;2;0;0;;;;;;;;;;;0;0;;;;;;1;2;;;;5;1;;;;"pro";"immigration";;;;2;2;;;;3;99;;;;"immigration  ouvrir  les  yeux  des  pro";;;;;3;3;;;;;;;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;2;1;;4;0;11;0;0;;;;;;;;;;;0;0;;;;;;2;;;;;4;;;;;"cet  article";;;;;1;;;;;99;;;;;;;;;;99;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;2;1;;4;0;4;0;0;;;;;;;;;;;5;0;;;;;;1;1;;;;1;214;;;;"Les  musulmans";"les  gochosocialos,";;;;2;2;;;;7;1;;;;"remplacent  le  peuple  français  ont  pris  notre  place";"Le  grand  remplacement  a  déjà  eu  lieu";;;;3;3;;;;;"le  peuple  français  parti  chez  Marine.";;;;1;0;;;;0;0;;;;2;;;;216;;;;"Marine.";;;;2;;;;1;;;;"progressistes";;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;2;1;;4;0;4;0;0;;;;;;;;;;;5;0;;;;;;1;2;;;;1;223;;;;"certain  musulmans  les  cousins";"ce  monsieur";;;;2;1;;;;6;3;;;;"zone  de  non  droit";"J'invite  ce  monsieur  à  venir  le  vendredi  vers  midi  dans  le  quartier  de  la  mosquée  d'Ermont";;;;3;3;;;;;"le  quartier  de  la  mosquée  d'Ermont";;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;2;1;;4;0;5;0;0;;;;;;;;;;;5;0;;;;;;1;;;;;6;;;;;"La  religion  Coran  Al-Maidah  5.51.  Coran";;;;;2;;;;;6;;;;;"religion  Ne  prenez  pas  les  juifs  et  les  ""d'amour""  chrétiens  pour  alliés.  traîtres.  Remplacez  Mein  Kampf  par  Coran";;;;;3;;;;;"les  chrétiens  maréchal  Liautey  ""tout  Français  Les  Français";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;2;1;;4;0;5;0;0;;;;;;;;;;;5;0;;;;;;1;1;;;;223;6;;;;"Taché";"Coran.  ""Religion  de  paix  et  d'amour""";;;;1;2;;;;4;4;;;;;"meurtre  des  juifs  et  chrétiens  bêtise  dans  le  Coran.  criminelle";;;;6;6;;;;;"d'appel  au  meurtre  des  juifs  et  chrétiens  dans  le  Coran.";;;;0;1;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;2;1;;4;0;99;0;0;;;;;;;;;;;1;0;;;;;;1;1;;;;223;217;;;;"Taché  perroquet  des  macronistes,";"macron  et  sa  clique.";;;;1;1;;;;3;2;;;;"déconnecté  de  la  réalité,";"encourage  tous  les  déviants.";;;;3;3;;;;;"notre  société,  la  France,";;;;0;0;;;;0;0;;;;1;;;;5;;;;"Zemmour";;;;1;;;;3;;;;"implacable  dans  son  jugement,";;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;2;1;;4;0;99;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;217;;;;;"(la  France";;;;;2;;;;;2;;;;;"""bourré  le  mou";;;;;223;;;;;"Aurélien  Taché";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;2;1;;4;0;99;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;221;;;;;"(marxiste  excepté";;;;;2;;;;;30;;;;;"(marxiste  excepté";;;;;3;;;;;"La  France...";;;;;0;;;;;0;;;;;1;;;;5;;;;"MEric  Zemmour";;;;1;;;;99;;;;;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;2;1;;4;0;99;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;223;;;;;"Monsieur  Aurélien  Tâché";;;;;1;;;;;3;;;;;"n'a  rien  compris";;;;;0;;;;;;;;;;0;;;;;0;;;;;1;;;;5;;;;"M.Eric  Zemmour";;;;1;;;;30;;;;"a  entièrement  raison";;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;5;1;;3;0;1;0;1;4;"Il  a  besoin  d'un  coup  de  pied  oujpense";;;99;;1;2;"AT";1;0;0;;;;;;1;;;;;2;;;;;"AT";;;;;1;;;;;"[2, 30]";;;;;"C'est  un  digne  représentant  de  cette  gauche  qui  fait  le  malheur  du  monde  Il  a  très  bien  compris  que  le  matérialisme  scientifique  et  le  socialo-communisme  ne  faisaient  plus  recette  ,alors  il  s'est  converti  pour  faire  prospérer  son  petit  bizness.";;;;;0;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;4;;;;"Il  a  besoin  d'un  coup  de  pied  oujpense";;;;;;;;;;;;99;;;;;;;;1;;;;2;;;;"AT";;;;1;;;
89;2;1;;4;0;5;1;0;;;;;;;;;;;0;0;;;;;;1;;;;;6;;;;;"CORAN  PROPHETE  prophète";;;;;2;;;;;99;;;;;"de  la  haine";;;;;99;;;;;"tout  le  monde";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;2;1;;0;1;5;0;0;;;;;;;;;;;0;0;;;;;;2;;;;;6;;;;;"lui";;;;;2;;;;;99;;;;;;;;;;99;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;2;1;;4;0;5;0;0;;;;;;;;;;;0;0;;;;;;1;1;;;;6;223;;;;"contamination  musulmane";"Des  types  comme  Taché";;;;2;2;;;;7;99;;;;"vitesse  foudroyante.  se  répand  à  une";;;;;3;3;;;;;;;;;0;0;;;;0;0;;;;1;;;;5;;;;"Zemmour";;;;1;;;;2;;;;"Zemmour  dit  vrai,";;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;2;1;;4;0;5;0;0;;;;;;;;;;;9;0;;;;;;1;2;;;;6;223;;;;"association  islamiste";"M.  Taché";;;;1;1;;;;7;3;;;;"le  but  étant  d’islamiser  la  société.”";"Voila  la  réalité.";;;;3;3;;;;;"[à  Bordeaux]";;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;2;1;;4;0;99;0;0;;;;;;;;;;;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;5;;;;"d'habitude,Zemmour";;;;1;;;;99;;;;"a  été  éblouissant,bravo.";;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;2;1;;4;0;5;0;0;;;;;;;;;;;9;0;;;;;;1;2;;;;6;217;;;;"musulmane";"la  France  nos  campagnes";;;;2;2;;;;7;1;;;;"la  France  sera  majoritairement  musulmane";"nos  campagnes  dépérissent";;;;3;3;;;;;"la  France  nos  campagnes  dépérissent";;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;2;1;;4;0;99;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;223;;;;;"ce  jeune  bisounours?";;;;;1;;;;;3;;;;;"bisounours?";;;;;99;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;2;1;;4;0;11;0;0;;;;;;;;;;;1;0;;;;;;1;;;;;4;;;;;"Kelly  ligne  éditoriale";;;;;1;;;;;2;;;;;":pas  le  droit  de  parler  ""grand  remplacement""  faut  pas  le  dire,  chut.";;;;;3;;;;;"l'ONU  Europe";;;;;0;;;;;0;;;;;1;;;;5;;;;"Zemmour";;;;1;;;;99;;;;"Débat  de  fond  très  instructif";;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;2;1;;4;1;11;0;0;;;;;;;;;;;1;0;;;;;;1;1;1;;;4;223;4;;;;"Aurélien";"effet,Christine  Valeurs  Actuelles";;;1;1;1;;;2;99;2;;;;"ce  qui  me  pompait  l'air";"Faudra  t-  il  lui  faire  un  brouillon  de  ce  qui  peut  se  dire  à  l'émission  Est-on  encore  libre  ses  opinions  à  Valeurs  Actuelles";;;99;99;99;;;;;;;;0;0;0;;;0;0;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;2;1;;4;1;11;0;0;;;;;;;;;;;0;0;;;;;;2;;;;;4;;;;;;;;;;1;;;;;99;;;;;;;;;;99;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;2;1;;1;2;11;0;0;;;;;;;;;;;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;4;5;;;"Kelly";"Zemmour";;;1;1;;;1;99;;;"Elle  assure  très  bien  garde-fou  et  modératrice  de  Zemmour";;;;0;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;2;1;;0;2;11;0;0;;;;;;;;;;;0;0;;;;;;2;;;;;13;;;;;"vous";;;;;1;;;;;3;;;;;"Si  vous  voulez...";;;;;0;;;;;;;;;;1;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;2;1;;4;0;5;0;0;;;;;;;;;;;3;0;;;;;;1;1;;;;223;1;;;;"islamo-gauchiste  de  Aurélien  taché";"un  Mohamed";;;;1;2;;;;2;7;;;;"islamo-gauchiste  responsable  de  la";"perte  d'identité  française,";;;;3;3;;;;;"d'identité  française,";;;;0;0;;;;0;0;;;;1;;;;5;;;;"Zemmour";;;;1;;;;30;;;;"a  eu  entièrement  raison";;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;2;1;;4;2;4;0;0;;;;;;;;;;;5;0;;;;;;1;2;;;;13;1;;;;"vous";"le  prénom  la  force  d'intégration";;;;1;2;;;;3;7;;;;"pas  compris  vous  n'avez";"force  d'intégration  qui  s'annonce.";;;;0;3;;;;;;;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;2;1;;4;0;99;0;0;;;;;;;;;;;1;0;;;;;;1;;;;;223;;;;;"M.taché";;;;;1;;;;;3;;;;;"val  d'oise  pas  certain  qu'il  vienne  souvent  dans  le";;;;;3;;;;;"val  d'oise  le";;;;;1;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;2;1;;4;0;99;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;223;;;;;"Taché";;;;;1;;;;;99;;;;;;;;;;99;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;2;1;;0;1;99;0;0;;;;;;;;;;;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;13;;;;;;;;1;;;;99;;;;;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;2;1;;4;0;99;0;0;;;;;;;;;;;1;0;;;;;;1;1;;;;223;4;;;;"d'A.Traché";"C.Kelly";;;;1;1;;;;3;2;;;;"ses  certitudes  son  arrogance  présomptueux  enfermé  dans";"submergée  et  remplacée,  termes  non  acceptés....";;;;0;3;;;;;;;;;0;0;;;;0;0;;;;1;;;;5;;;;"E.Z  E.Z";;;;1;;;;30;;;;"avalanche  de  vérités";;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;2;1;;0;1;99;0;0;;;;;;;;;;;0;0;;;;;;99;;;;;99;;;;;;;;;;99;;;;;99;;;;;;;;;;99;;;;;;;;;;99;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;2;1;;4;0;99;1;0;;;;;;;;;;;1;0;;;;;;1;1;;;;217;12;;;;"Macron  et  ses  sbires,";"la  mondialisation  forcenée,";;;;1;2;;;;2;2;;;;;"de  la  cinglerie  ou  du  cynisme  individualistes,  broie  aveuglement  des  personnes,  les  pays,  les  nations,";;;;3;3;;;;;"la  France  des  personnes,";;;;0;0;;;;0;0;;;;1;;;;5;;;;"Zemmour,  E";;;;1;;;;4;;;;"courageux,  vraies  valeurs";;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;2;1;;4;0;11;1;0;;;;;;;;;;;0;0;;;;;;1;1;;;;223;4;;;;"une  pareille  sous-merde";"Hannouna.........";;;;1;1;;;;99;99;;;;;"se  faire  mettre  un  doigt";;;;5;99;;;;"Zemmour,";;;;;0;0;;;;1;0;;;;2;;;;5;;;;"Zemmour,";;;;1;;;;99;;;;;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;2;1;;4;2;11;0;0;;;;;;;;;;;0;0;;;;;;1;1;;;;223;212;;;;"Les  Taché,  Schiappa  et  consorts";"Hollande";;;;1;1;;;;99;99;;;;;"sortent  lessivés.  passe  lui  aussi  à  l'essoreuse";;;;0;0;;;;;;;;;0;0;;;;0;0;;;;1;;;;5;;;;"Z.";;;;1;;;;30;;;;"Z  est  une  essoreuse  de  vérité";;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;2;1;;4;0;99;0;0;;;;;;;;;;;0;0;;;;;;2;;;;;223;;;;;"Aurélien";;;;;1;;;;;99;;;;;;;;;;99;;;;;;;;;;0;;;;;0;;;;;1;;;;5;;;;"Zemmour";;;;1;;;;3;;;;"Brillant";;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;2;1;;4;0;99;0;0;;;;;;;;;;;0;0;;;;;;2;;;;;223;;;;;;;;;;1;;;;;2;;;;;"pas  le  reconnaître  ne";;;;;6;;;;;"Musulmans";;;;;1;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;2;1;;4;0;5;1;0;;;;;;;;;;;0;0;;;;;;1;;;;;223;;;;;"(Aurélien  Taché)";;;;;1;;;;;2;;;;;"c'est  FAUX,  ARCHI  FAUX.";;;;;6;;;;;"Musulmans";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;2;1;;4;0;99;0;0;;;;;;;;;;;1;0;;;;;;1;;;;;2;;;;;"ces  gens  là";;;;;2;;;;;2;;;;;"malhonnêteté  intellectuelle.";;;;;3;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;2;1;;4;0;2;1;0;;;;;;;;;;;1;0;;;;;;1;;;;;223;;;;;"Ce  type";;;;;1;;;;;2;;;;;"à  tout  Dangereux,  prêt";;;;;3;;;;;"la  france";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
