id;content;user_id;date;article_id;direct_parent_id;internal_id;outlet;outlet2;type;type2;length;words;no_thread;no_replies
71;"""welch fernliegender Gedanke."" So fern liegen Berlin und Vorschl<U+FFFD>ge der Linken auch wieder nicht: ""Linke fordern 1500 Euro Corona-Hilfe f<U+FFFD>r Menschen ohne Papiere"" https://www.spiegel.de/polit<U+FFFD> + 1 Weitere Antworten anzeigen ";user_3929;;r1_1_article_29;r1_1_comment_7690;r1_1_comment_7691;zeit;2;reply;3;224;29;12;1
72;Ist das nicht das Wesen christlicher Haltung des Abendlandes? ;user_2444;;r1_1_article_29;r1_1_comment_7691;r1_1_comment_7692;zeit;2;reply;3;62;9;12;2
73;Keine Kurzarbeit, kein Arbeitslosengeld, keine Versicherung: Schwarzarbeitern wird in der Corona-Krise nicht geholfen. Die ganzen Gelder die in Form von Arbeitslosengeld, Kurzarbeitergeld etc. verteilt werden, müssen von versicherungspflichtigen Beschäftigten erst erarbeitet werden. Schwarzarbeiter tragen zu diesem Konto nichts bei. ;user_2809;;r1_1_article_29;r1_1_article_29;r1_1_comment_7693;zeit;2;comment;2;337;39;11;
74;Ich hab mal 'ne praktische Frage: Wenn jemand lange Zeiten als Pfuscher unterwegs ist, wie sieht es dann mit seiner Rente aus in der Ukraine? Wie kommen die ukrainischen Arbeitskräfte in Polen zurecht? Kennt sich hier jemand aus? + 2 Weitere Antworten anzeigen ;user_808;;r1_1_article_29;r1_1_comment_7693;r1_1_comment_7694;zeit;2;reply;3;261;43;11;1
75;Rente ist typischerweise eine Versicherungsleistung. Wer bezahlt bekommt später Rente. Mit dieser Logik können Sie sich dann die Frage beantworten ;user_2773;;r1_1_article_29;r1_1_comment_7694;r1_1_comment_7695;zeit;2;reply;3;147;20;11;2
76;"""Rente ist typischerweise eine Versicherungsleistung."" Typischerweise, ja, aber nicht generell. Deshalb ja meine Frage, logisch denken kann ich selbst. ";user_808;;r1_1_article_29;r1_1_comment_7695;r1_1_comment_7696;zeit;2;reply;3;152;19;11;3
77;Mir kommen die Tränen. Die, die immer nur an sich gedacht haben und der Gesellschaft jede Solidarität verweigert haben - die stehen jetzt ohne jede Unterstützung da und die pöse Gesellschaft verweigert die Solidarität! Ich hätte nicht geglaubt, dass ich solche Schlechtigkeit würde erleben müssen! Schluchz! ;user_809;;r1_1_article_29;r1_1_article_29;r1_1_comment_7697;zeit;2;comment;2;308;46;10;
78;Schwarzarbeiter (aka Steuerhinterzieher und Sozialbetrüger) werden also vom Staat nicht unterstützt? Nun sind das ja die Sorte Leute, die den Staat und die Sozialversicherung ihrerseits auch abzulehnen scheinen oder zumindest nicht bereit sind, im Rahmen ihrer Möglichkeiten einen Beitrag zu diesem solidarischen Teil des Gemeinwesens zu leisten. Wie da das Gemeinwesen auf die Idee kommen könnte, mit diesem Leuten solidarisch sein zu wollen? ;user_810;;r1_1_article_29;r1_1_article_29;r1_1_comment_7698;zeit;2;comment;2;444;63;9;
79;Keine Kurzarbeit, kein Arbeitslosengeld, keine Versicherung: Schwarzarbeitern wird in der Corona-Krise nicht geholfen. Hallo - Schwarzarbeit ist illegal. Aber was ein richtiger Gutmensch ist, der könnte doch endlich mal die IGS gründen (Interessengemeinschaft Schwarzarbeit) und Tarifverträge abschließen. Nicht zu vergessen die hilflosen drug dealer, pusher, Einbrecher, Sexualstraftäter uva ;user_3869;;r1_1_article_29;r1_1_article_29;r1_1_comment_7699;zeit;2;comment;2;393;48;8;
80;"Es geht den Ukrainern also so ""schlecht"", dass sie im Ausland schwarz mehr verdienen können als bei sich zu Hause? Vielleicht sollte ich als Deutscher auch schwarz in Österreich arbeiten, da bekäme ich auch eine ganze Ecke mehr raus... ";user_800;;r1_1_article_29;r1_1_article_29;r1_1_comment_7700;zeit;2;comment;2;236;39;7;
81;Sie können's machen wie die Ukrainer. Dort wohnen, einige Monate in D schwarz arbeiten. Reicht locker für den Rest des Jahres in der Ukraine. Jetzt müssen Sie's dort nur noch schön finden. + 2 Weitere Antworten anzeigen ;user_3869;;r1_1_article_29;r1_1_comment_7700;r1_1_comment_7701;zeit;2;reply;3;220;37;7;1
82;Wo kann man sich denn in Österreich als Bananenkönig bewerben? ;user_807;;r1_1_article_29;r1_1_comment_7700;r1_1_comment_7702;zeit;2;reply;3;63;10;7;2
83;Ach auch als deutscher Arbeitnehmer verdienen sie weniger als für die selbe Arbeit schwarz in Österreich. Ein Handwerker für einfache Arbeiten der 1800 Netto rausbekommt? Kann man schon machen. Erst recht wenn man zur Not ja noch über die deutsche Staatsbürgerschaft abgesichert ist. ;user_800;;r1_1_article_29;r1_1_comment_7701;r1_1_comment_7703;zeit;2;reply;3;284;43;7;3
84;Wenn Schwarzarbeiter keine staatliche Hilfe erhalten ist das nur konsequent. Sie beteiligen sich auch nicht an der Solidargemeinschaft der Versicherten und führen keine Steuern ab. Mein Mitgefühl hält sich da in Grenzen. ;user_1252;;r1_1_article_29;r1_1_article_29;r1_1_comment_7704;zeit;2;comment;2;221;32;6;
85;Den Vorwurfsgestus dieses Artikels kann ich nun überhaupt nicht nachvollziehen. Staatliche Zuwendungen basieren auf der Teilnahme an einem Solidarsystem resp.. auf einem legalen Aufenthalt im jeweiligen Staat. Worauf sollten Unterstützungsansprüche beruhen, wenn diese Voraussetzungen nicht gegeben sind? ;user_2690;;r1_1_article_29;r1_1_article_29;r1_1_comment_7705;zeit;2;comment;2;305;37;5;
86;Zumal wenn man sich heimlich im Land aufhält? Wie stellt sich diese ominöse Hilfsorganisation das vor? Dass das Arbeitsamt Bargeldbündel irgendwo auslegt, zur gefälligen anonymen Mitnahme durch den armen Schwarzarbeiter? Wird ja wohl kaum so sein, dass Oleksandr sich beim Amt vorstellt: Hallo, mein Schwarzverdienstausfall ist  1.800,00 monatlich, hätte jetzt gern 80% Kurzarbeitergeld. ;user_203;;r1_1_article_29;r1_1_comment_7705;r1_1_comment_7706;zeit;2;reply;3;389;54;5;1
87;"War nicht diesbezüglich eine Anpassung der Steuer gedacht? Also für Geringstverdiener eine negative Steuer. Macht es attraktiv arbeiten zu gehen und sich auch anzumelden, immerhin gibt es direkt was on-top. Gut, Deutschland duckt sich da als führender Niedriglohnsektor Europas. Der Vorteil zieht sich damit auch für die niedrig-mittleren Einkommen fort, da ja der entsprechende (steuernegative) Freibetrag für die ersten Euros genauso gilt. Nur die Schwarzarbeit als böse abzutun, reicht nicht. 97% Schwarzarbeit bei der Hausarbeit - aka Putzen! Das sind WIR nicht Firmen, beginnt ja schon bei Kinderbetreuung. Schwarzarbeit ist böse, aber selbst meldet keiner an :-D :-D sooo mag ich meinen Humor! Kleine Tür zur Schwarzarbeit beginnt (gem. Studien) bereits beim Trinkgeld. Aber oh weh - da darf man nicht ran. Notfalls zieht das Bargeld-Argument. Auch Trinkgeld sollte nicht schwarz geschehen, gerne auch mit oben erwähnten negativen Steuersatz bis zur Freigrenze. Welcher normale Arbeitnehmer kann mal eben 30-50% des Einkommens schwarz einstecken? Also auch in der gleiche Einkommensschicht! Da gibt es objektiv gemessen (!) ärmere Angestellte als Kellner - ohne Trinkgeldbonus! Verstehe schon - Spieltheorie - alle sollen sich dran halten außer man selbst, Klassiker ;-) ";user_811;;r1_1_article_29;r1_1_article_29;r1_1_comment_7707;zeit;2;comment;2;1277;187;4;
88;"Bei niedrigen Einkommen ist es weniger die Steuerersparnis-, sondern die Sozialbeitragsersparnis welche Schwarzarbeit attraktiv macht. Den grundsätzlichen Vorwurf ""an uns alle"" teile ich allerdings zu 100%, mich selbst eingeschlossen! + 2 Weitere Antworten anzeigen ";user_804;;r1_1_article_29;r1_1_comment_7707;r1_1_comment_7708;zeit;2;reply;3;266;34;4;5
89;"Hat nun genau was mit dem Artikel zu tun, indem es darum geht, daß Personen, die "" unter dem Radar der Behörden"" arbeiten oder sich hier aufhalten, keinen Anspruch auf Unterstützung haben? ";user_2690;;r1_1_article_29;r1_1_comment_7707;r1_1_comment_7709;zeit;2;reply;3;189;32;4;6
90;"Ich habe noch niemals schwarzarbeiten lassen oder irgendetwas schwarz beauftragt, ""an uns alle"" teile ich da gar nicht. ";user_203;;r1_1_article_29;r1_1_comment_7708;r1_1_comment_7710;zeit;2;reply;3;120;18;4;7
91;Schwarzarbeit ist eines unserer größten gesellschaftlichen und wirtschaftlichen Probleme. Schwarzarbeit muss unterbunden werden. Dafür braucht es Ressourcen, die eine effektive Eindämmung bewirken. Es kann nicht sein, dass der Staat daran spart. ;user_339;;r1_1_article_29;r1_1_article_29;r1_1_comment_7711;zeit;2;comment;2;246;31;3;
92;Unsre juuten Freunde, die Schwarzarbeiter. Herrlicher Artikel! ;user_1500;;r1_1_article_29;r1_1_article_29;r1_1_comment_7712;zeit;2;comment;2;63;7;2;
93;Schwarzarbeit ist Steuerhinterziehung. Wer sich über Hoeneß aufgeregt hat, kann Schwarzarbeiter nicht akzeptieren. Alles andere wäre Heuchlerei. ;user_396;;r1_1_article_29;r1_1_article_29;r1_1_comment_7713;zeit;2;comment;2;145;17;1;
94;"Schwarzarbeit hat übrigens zwei Seiten: auf der einen Seite diejenigen, die schwarz arbeiten (also keine Einkommenssteuer zahlen) und auf der anderen Seite diejenigen, die schwarz arbeiten lassen (""ohne Rechnung""). Komischerweise wird hier nur über Erstere gesprochen. Dabei ist Letzteres auch in Deutschland extrem weit verbreitet (bei Putzhilfen, Handwerkern, Bauarbeitern, etc.). + 8 Weitere Antworten anzeigen ";user_3063;;r1_1_article_29;r1_1_comment_7713;r1_1_comment_7714;zeit;2;reply;3;414;55;1;1
95;Die, die schwarz arbeiten lassen, haben mit den fehlenden Sozialbeiträgen ja eher kein Problem. Die stolpern ja erst dann, wenn es Qualitätsmängel gibt, und das ist aktuell nicht das Thema. ;user_1413;;r1_1_article_29;r1_1_comment_7714;r1_1_comment_7715;zeit;2;reply;3;190;30;1;2
96;In dem Artikel ging es doch um erstere? ;user_2936;;r1_1_article_29;r1_1_comment_7714;r1_1_comment_7716;zeit;2;reply;3;40;8;1;3
97;Der Niederbayer-ich nenne Ihnen ein Beispiel für die Schwarzarbeit.Die polnische oder rumänische Frau,die 24 Stunden,30 Tage im Monat bei Pflegebedürftigen alten oder behinderten Menschen für 1000 Euro arbeitet.Sie muss praktisch alles machen.Sie füttern,waschen,einkaufen etc.Es gibt schon ein paar Hundertausend solche Betreuer .Was sollen diese Menschen versteuern?Ihre erbärmliche 1000Euro?Ah ja viele Deutsche haben sich nicht gemeldet Spargelernte zu retten.Der deutsche bekommt auch Mindestlohn,obwohl er ein Drittel erntet,was ein Rumäne erntet.Freilich fragt kaum einer ,was ein Rumäne für ein Stundenlohn hat.Bei 10 Stunden Arbeitstag mal 7 Wochentage (sind 280 Stunden im Monat)kommen da 1400 Euro zusammen(Brutto). ;user_668;;r1_1_article_29;r1_1_comment_7713;r1_1_comment_7717;zeit;2;reply;3;727;94;1;4
98;Schöne Rechnung. Jetzt zeigen Sie mir nur noch mal den Paragaph in dem geregelt ist, dass man nach eigenem Ermessen entscheiden darf ob man regulär arbeitet oder den Staat und die Allgemeinheit bescheisst. Was passiert eigentlich mit den Leuten, wenn Sie krank werden, oder einen Unfall haben? Krankenversicherung gibt es ja keine. Dann wird nach dem Staat gerufen und wir alle dürfen die Zeche zahlen. ;user_396;;r1_1_article_29;r1_1_comment_7717;r1_1_comment_7718;zeit;2;reply;3;403;65;1;5
99;Der Niederbayer-nein Sie bezahlen nicht die Rechnung.Die Leute gehen nach Bulgarien zurück ,wenn sie krank sind.Dort sind sie versichert durch bulgarischen Staat.Das sind im Prinzip arme Schweine.Bei Unfall oder Tod sind Familienangehörige gefragt. ;user_668;;r1_1_article_29;r1_1_comment_7718;r1_1_comment_7719;zeit;2;reply;3;249;33;1;6
100;Das eine gibt es nicht ohne das andere. Sonst ist es einfach nur Steuerhinterziehung und nicht Schwarzarbeit. ;user_3063;;r1_1_article_29;r1_1_comment_7716;r1_1_comment_7720;zeit;2;reply;3;110;17;1;7
101;https://www.zeit.de/politik/deutschland/2020-04/bundesanwaltschaft-klagt-mutmasslichen-moerder-von-walter-luebcke-an;user_none;2020-04-29 11:53:54;r1_1_article_93;;r1_1_article_93;zeit;2;article;1;2168;349;0;
102;Na gut, dann wollen wir mal hoffen: Lebenslänglich und für den Rest Sicherheitsverwahrung. ;user_292;;r1_1_article_93;r1_1_article_93;r1_1_comment_21293;zeit;2;comment;2;91;13;8;
103;Wird wohl leider nicht viel bringen. Dieser Bevölkerung fehlt generell eine Herdenimmunität gegen Rassismus. Ich befürchte, mit dieser Seuche müssen wir noch lange leben, ohne sich gesellschaftlich zu verschließen. Man kann die Nazis ja nicht wegzaubern. Vielen Menschen fehlen die Antikörper gegen rechte Dummheit. Und noch gibt's gegen Nazis auch keine Impfung oder Medikament. Wir werden lernen müssen, mit der tödlichen Gefahr zu leben. + 5 Weitere Antworten anzeigen ;user_1041;;r1_1_article_93;r1_1_comment_21293;r1_1_comment_21294;zeit;2;reply;3;472;69;8;1
104;ja, wäre sinnvoll. ;user_1688;;r1_1_article_93;r1_1_comment_21293;r1_1_comment_21295;zeit;2;reply;3;19;3;8;2
105;Tja, ich bezog mich auf den einen. Recht haben Sie ja. ;user_292;;r1_1_article_93;r1_1_comment_21294;r1_1_comment_21296;zeit;2;reply;3;55;11;8;3
106;Entfernt. Bitte verzichten Sie auf überzogene Polemik. Danke, die Redaktion/at ;user_87;;r1_1_article_93;r1_1_comment_21294;r1_1_comment_21297;zeit;2;reply;3;79;10;8;4
107;"""wobei diese aussage genau genommen auch rassistisch ist."" Quatsch. """"Krankheits- und Ungeziefermetaphern als Mittel der Feindbildkonstruktion (...)"" siehe hier:"" Ihre Relativierungen in allen Ehren, aber bei rechtsextremen Mördern muss kein Feindbild konstruiert werden, das ist bei gesunden Menschen einfach da, ";user_633;;r1_1_article_93;r1_1_comment_21297;r1_1_comment_21298;zeit;2;reply;3;314;40;8;5
108;Das ist eine beliebte Strategie bei rechten Sympathiesanten, den Spieß umzudrehen und das was man der eigenen Szene zurecht vorwirft, den Gegnern vorzuwerfen um Rechtsextremismus zu relativieren. Ein Blick in die Kommentarhistorie sagt da eigentlich schon alles... ;user_3782;;r1_1_article_93;r1_1_comment_21298;r1_1_comment_21299;zeit;2;reply;3;265;37;8;6
109;Hoffentlich werden auch bald die rechtsextremistischen Netzwerke ausgehoben. ;user_878;;r1_1_article_93;r1_1_article_93;r1_1_comment_21300;zeit;2;comment;2;77;8;7;
110;Z. B. solche: https://www.zdf.de/dokumenta<U+FFFD> ;user_878;;r1_1_article_93;r1_1_comment_21300;r1_1_comment_21301;zeit;2;reply;3;44;4;7;1
111;Sehr deutliche Klageschrift. Respekt. ;user_468;;r1_1_article_93;r1_1_article_93;r1_1_comment_21302;zeit;2;comment;2;38;4;6;
112;"""Ausschlaggebend f<U+FFFD>r die Tat war die von Rassismus und Fremdenfeindlichkeit getragene v<U+FFFD>lkisch-nationalistische Grundhaltung von Stephan E. "" https://www.generalbundesanw<U+FFFD> ";user_468;;r1_1_article_93;r1_1_comment_21302;r1_1_comment_21303;zeit;2;reply;3;172;18;6;1
113;"Hoffentlich klärt der Prozess über Ernsts mögliche Verbindungen zur AfD auf. Er soll ja mindestens bei Wahlkampf-Aktionen wie Plakate Aufhängen der ""Rechtsstaatspartei"" geholfen haben. ";user_3287;;r1_1_article_93;r1_1_article_93;r1_1_comment_21304;zeit;2;comment;2;185;24;5;
114;Wenn Sie mit Verbindungen Einflüsse durch die AfD meinen, bin ich bei Ihnen. + 7 Weitere Antworten anzeigen ;user_691;;r1_1_article_93;r1_1_comment_21304;r1_1_comment_21305;zeit;2;reply;3;108;18;5;1
115;Wünschenswert, nur ich denke, dass dies geflissentlich übersehen wir. ;user_200;;r1_1_article_93;r1_1_comment_21304;r1_1_comment_21306;zeit;2;reply;3;70;9;5;2
116;Das ist kein Zweck eines Strafprozesses. Wenn es irgendwelche Indizien gäbe, dass die Partei institutionell in den Mord verstrickt wäre, wären diese Teil der Anklage. Das ist offensichtlich nicht der Fall. ;user_978;;r1_1_article_93;r1_1_comment_21304;r1_1_comment_21307;zeit;2;reply;3;206;31;5;3
117;Sorry, aber Plakate kleben und andere Wahlkampfhilfe machen viele. Da würde ich nicht für eine Bundespartei rechtliche Konsequenzen daraus ziehen. ;user_3002;;r1_1_article_93;r1_1_comment_21304;r1_1_comment_21308;zeit;2;reply;3;147;20;5;4
118;++ Sorry, aber Plakate kleben und andere Wahlkampfhilfe machen viele. ++ Stimmt, aber bei der AfD machen das v.a. auch viele Faschisten die mit Mord als politischer Aktionsform sympathisieren. Warum nur? Wie kommen nur all die Möchtegern-Massengrabschlächter und KZ-Wärter auf die Idee, der AfD im Wahlkampf zu helfen, der Partei Geld zu spenden oder deren vielen protofaschistischen und rassistischen Reden und Kommentare zu beklatschen oder zu liken...ach so, ja, genau deswegen! ;user_2014;;r1_1_article_93;r1_1_comment_21308;r1_1_comment_21309;zeit;2;reply;3;482;71;5;5
119;"""Wie kommen nur all die Möchtegern-Massengrabschlächter und KZ-Wärter auf die Idee, der AfD im Wahlkampf zu helfen, der Partei Geld zu spenden oder deren vielen protofaschistischen und rassistischen Reden und Kommentare zu beklatschen oder zu liken...ach so, ja, genau deswegen!"" Könnten Sie das bitte belegen, wo Massengrabschlächter (?) und KZ-Wärter der AfD im Wahlkampf helfen oder geholfen haben? Also ich meine im signifikanten Ausmaß? Auch das mit den Spenden und dem Beklatschen höre ich jetzt zum ersten mal. Im Übrigen finden sich die Sympathisanten aus allen politischen Spektren, die ich als AfD-Unterstützer bisher wahrgenommen habe ausschließlich aus einem Grund dort wieder. Die AfD ist die einzige Partei in Deutschland, die eine ungesteuerte Migration über das Asyl-Recht nach Deutschland für kritikwürdig hält. Zudem gibt es einige die das bestehende Ausmaß an Migration im allgemeinen kritisieren, weil in den vergangenen Jahren normenintegrative Prozesse auf breiter Front nicht zu beobachten sind, eher im Gegenteil! Ich kann den Reflex verstehen, die AfD als neue NSDAP zu stigmatisieren um auf diese Weise viele Menschen abzuschrecken. Hiermit werden aber die Probleme, welche die AfD auf die Tagesordnung gerufen haben weder diskutiert denn schon gar nicht angegangen. Politische Grabenkämpfe werden die Spaltung nur noch weiter vertiefen. Da das offenbar ihr Ziel ist, nur weiter so.... ";user_967;;r1_1_article_93;r1_1_comment_21309;r1_1_comment_21310;zeit;2;reply;3;1412;208;5;6
120;"""Hoffentlich klärt der Prozess über Ernsts mögliche Verbindungen zur AfD auf. Er soll ja mindestens bei Wahlkampf-Aktionen wie Plakate Aufhängen der ""Rechtsstaatspartei"" geholfen haben."" Bei Strafprozessen werden grundsätzlich nur die Strafsachen verhandelt. Wenn es eine nachweisbare Verbindung zur AfD oder zu nordhessischen Neonazi-Szene gäbe, wären diese im Verfahren involviert. ";user_967;;r1_1_article_93;r1_1_comment_21304;r1_1_comment_21311;zeit;2;reply;3;384;49;5;7
121;"++ Könnten Sie das bitte belegen, wo Massengrabschlächter (?) und KZ-Wärter der AfD im Wahlkampf helfen oder geholfen haben? Also ich meine im signifikanten Ausmaß? Auch das mit den Spenden und dem Beklatschen höre ich jetzt zum ersten mal. ++ Sparen Sie sich doch das dummstellen! ++ Hiermit werden aber die Probleme, welche die AfD auf die Tagesordnung gerufen haben weder diskutiert denn schon gar nicht angegangen. ++ Diese ""Probleme"" sind in erheblichen Umfang bei den AfD-Sympathisanten selbst zu suchen, die nicht damit klarkommen wollen oder können, dass ihr reaktionäres, sexistisches, menschenfeindliches, rassistisches, autoritäres und antiaufklärerisches Weltbild mit jedem Jahr marginaler wird. Ja, das chaotische Managment der Flüchtlingskrise kann man kritisieren, ja, meinetwegen kann man auch Migration aus Regionen mit tendenziell mittelalterlichen Weltbildern kritisieren. Aber deswegen muss man keine Partei wie die AfD wählen. Ich finde auch den Kapitalismus blöd, aber deswegen komme ich doch trotzdem nicht auf die Idee, Spinnervereine wie die MLPD aus Protest zu wählen! ";user_2014;;r1_1_article_93;r1_1_comment_21310;r1_1_comment_21312;zeit;2;reply;3;1095;158;5;8
